date,sales_rep_id,customer_id,deal_value,pipeline_stage
2022-09-29,REP-653,CUST-17499,46174.02,Closed Lost
2022-10-15,REP-728,CUST-96290,11440.95,Closed Won
2023-01-31,REP-121,CUST-47711,18617.2,Closed Lost
2023-02-20,REP-371,CUST-65100,18954.76,Closed Won
2022-11-11,REP-762,CUST-18036,52107.43,Negotiation
2023-01-14,REP-500,CUST-50864,12986.67,Proposal
2022-04-24,REP-402,CUST-81906,20492.09,Negotiation
2022-09-14,REP-298,CUST-88690,28211.77,Negotiation
2022-09-07,REP-131,CUST-20630,88343.57,Prospecting
2023-02-18,REP-168,CUST-21904,22655.47,Prospecting
2023-02-04,REP-831,CUST-27176,37034.97,Closed Lost
2022-04-10,REP-547,CUST-24457,45425.56,Closed Lost
2023-02-02,REP-268,CUST-20835,13529.24,Closed Won
2022-10-15,REP-767,CUST-44467,70108.56,Proposal
2022-04-17,REP-220,CUST-52241,53917.11,Proposal
2022-07-04,REP-469,CUST-53895,13578.64,Proposal
2023-03-22,REP-469,CUST-20999,99383.56,Qualification
2023-01-17,REP-685,CUST-96413,36158.43,Qualification
2023-04-28,REP-620,CUST-95246,69572.48,Qualification
2022-10-07,REP-132,CUST-84039,54490.8,Prospecting
2023-01-13,REP-461,CUST-92390,17414.73,Closed Lost
2023-01-18,REP-155,CUST-29834,14582.36,Closed Lost
2022-12-08,REP-128,CUST-26461,83428.91,Proposal
2022-04-27,REP-504,CUST-67674,18143.51,Proposal
2023-04-04,REP-446,CUST-89127,93968.1,Proposal
2022-10-15,REP-528,CUST-88653,28789.89,Closed Won
2022-02-09,REP-900,CUST-45232,33674.37,Proposal
2022-06-04,REP-271,CUST-64001,96027.57,Negotiation
2022-08-13,REP-110,CUST-98193,15377.62,Proposal
2022-10-23,REP-229,CUST-54393,81719.52,Prospecting
2022-01-15,REP-391,CUST-29165,47261.62,Closed Won
2023-03-30,REP-102,CUST-32430,23751.74,Proposal
2023-04-01,REP-506,CUST-70926,62391.86,Proposal
2022-02-20,REP-103,CUST-78876,86595.38,Closed Lost
2022-12-04,REP-125,CUST-62177,54163.58,Prospecting
2023-02-25,REP-918,CUST-90100,64755.83,Closed Won
2022-11-16,REP-122,CUST-68894,7977.38,Closed Won
2022-06-29,REP-344,CUST-35214,15614.9,Closed Lost
2022-12-13,REP-816,CUST-28921,88656.83,Closed Won
2022-02-17,REP-357,CUST-50597,41547.82,Negotiation
2023-02-04,REP-611,CUST-76769,72461.12,Prospecting
2023-03-19,REP-417,CUST-40983,8341.11,Qualification
2022-01-07,REP-326,CUST-37387,55371.42,Qualification
2022-05-29,REP-892,CUST-66589,3943.93,Prospecting
2022-06-16,REP-990,CUST-80204,87987.11,Prospecting
2022-04-21,REP-138,CUST-58055,34136.3,Negotiation
2022-04-20,REP-213,CUST-98571,68209.12,Closed Won
2022-03-04,REP-655,CUST-60295,53862.42,Qualification
2022-02-03,REP-701,CUST-35312,28607.7,Qualification
2022-11-16,REP-949,CUST-15840,34415.06,Closed Lost
2022-06-11,REP-314,CUST-29412,38219.84,Proposal
2023-03-05,REP-770,CUST-32723,23451.44,Closed Lost
2022-08-12,REP-831,CUST-90454,13851.96,Proposal
2022-11-26,REP-370,CUST-29297,53915.75,Prospecting
2022-01-24,REP-682,CUST-44136,38445.85,Closed Lost
2022-06-17,REP-709,CUST-49001,34819.17,Qualification
2022-06-13,REP-480,CUST-53143,86161.86,Closed Lost
2022-07-14,REP-793,CUST-27161,82054.35,Prospecting
2022-11-24,REP-895,CUST-95681,63190.37,Prospecting
2022-01-11,REP-677,CUST-50302,39994.85,Prospecting
2022-05-30,REP-485,CUST-27092,11814.22,Qualification
2022-07-26,REP-388,CUST-37994,25137.41,Prospecting
2023-03-28,REP-133,CUST-62882,74493.41,Closed Lost
2022-03-28,REP-591,CUST-33443,35894.34,Prospecting
2022-10-31,REP-360,CUST-61546,68037.33,Closed Lost
2023-02-05,REP-471,CUST-86930,87130.18,Prospecting
2022-07-26,REP-587,CUST-99823,10722.47,Negotiation
2023-04-07,REP-890,CUST-36636,30913.43,Closed Lost
2022-01-11,REP-241,CUST-34044,60441.39,Qualification
2022-03-03,REP-498,CUST-10501,62272.26,Closed Lost
2022-10-04,REP-446,CUST-55314,61337.21,Proposal
2023-03-21,REP-780,CUST-37457,58085.36,Proposal
2022-12-14,REP-826,CUST-88206,93780.54,Closed Won
2022-11-01,REP-552,CUST-60109,65652.88,Closed Lost
2022-12-03,REP-241,CUST-24301,62056.16,Closed Lost
2022-09-24,REP-771,CUST-57449,98533.95,Closed Won
2022-11-23,REP-258,CUST-52284,68041.83,Closed Won
2023-02-28,REP-766,CUST-67466,35553.71,Closed Lost
2022-06-02,REP-831,CUST-34183,34948.08,Closed Won
2022-09-03,REP-477,CUST-81056,86235.59,Prospecting
2023-01-11,REP-158,CUST-82066,20402.81,Prospecting
2023-04-26,REP-223,CUST-58909,75050.74,Closed Lost
2022-07-04,REP-456,CUST-87490,46189.13,Prospecting
2023-01-07,REP-599,CUST-43035,35547.33,Closed Lost
2022-03-24,REP-676,CUST-83552,44970.88,Prospecting
2022-07-13,REP-187,CUST-50821,48334.28,Proposal
2022-10-05,REP-514,CUST-22848,3735.95,Proposal
2022-02-12,REP-334,CUST-83452,6556.24,Closed Lost
2022-05-27,REP-545,CUST-49783,25748.43,Negotiation
2022-02-05,REP-191,CUST-84882,70915.0,Prospecting
2022-03-19,REP-858,CUST-38212,65813.67,Closed Lost
2023-03-07,REP-698,CUST-81042,87484.18,Closed Won
2023-02-12,REP-958,CUST-82012,62271.91,Closed Lost
2022-08-16,REP-863,CUST-35921,87316.27,Qualification
2022-09-05,REP-802,CUST-66023,59906.4,Closed Won
2022-11-11,REP-887,CUST-83582,88842.99,Prospecting
2022-02-24,REP-786,CUST-59335,39136.32,Qualification
2022-03-25,REP-694,CUST-23132,75258.98,Proposal
2022-11-18,REP-235,CUST-61236,76329.31,Negotiation
2022-01-11,REP-756,CUST-39202,83150.77,Proposal
2022-12-02,REP-859,CUST-89990,64095.38,Prospecting
2022-02-20,REP-608,CUST-41937,63525.67,Closed Won
2022-07-25,REP-370,CUST-43081,70833.89,Qualification
2022-09-02,REP-357,CUST-54473,96821.63,Closed Lost
2022-09-21,REP-955,CUST-78085,78194.94,Proposal
2022-01-30,REP-517,CUST-66442,49753.54,Closed Won
2022-05-01,REP-917,CUST-10370,68581.99,Negotiation
2022-01-23,REP-551,CUST-45225,69336.97,Proposal
2022-03-18,REP-759,CUST-85402,17774.45,Proposal
2023-01-29,REP-449,CUST-78424,82605.19,Prospecting
2022-06-17,REP-366,CUST-59681,16271.05,Qualification
2022-02-19,REP-779,CUST-10846,40862.73,Prospecting
2022-04-29,REP-216,CUST-66336,16359.75,Closed Won
2022-09-01,REP-514,CUST-27328,18273.31,Prospecting
2023-01-18,REP-816,CUST-16002,2619.26,Qualification
2022-04-07,REP-689,CUST-18371,69557.5,Closed Lost
2022-12-20,REP-463,CUST-27581,28975.67,Prospecting
2022-02-27,REP-217,CUST-33496,77590.4,Proposal
2022-04-06,REP-524,CUST-52271,47239.42,Negotiation
2022-02-24,REP-840,CUST-26911,49650.76,Closed Lost
2022-11-10,REP-913,CUST-44680,79378.39,Proposal
2022-01-17,REP-107,CUST-45661,99198.51,Proposal
2022-02-06,REP-111,CUST-74642,22452.31,Proposal
2022-01-03,REP-440,CUST-55457,88781.1,Closed Won
2022-10-20,REP-608,CUST-70304,86999.95,Qualification
2022-06-29,REP-442,CUST-73259,34367.46,Prospecting
2023-02-27,REP-498,CUST-97829,13086.73,Proposal
2022-06-19,REP-655,CUST-39923,83739.22,Qualification
2022-02-16,REP-391,CUST-14354,31225.54,Qualification
2022-12-06,REP-134,CUST-33169,94782.16,Proposal
2022-11-21,REP-415,CUST-78331,93154.46,Closed Lost
2022-07-01,REP-812,CUST-11341,74774.25,Prospecting
2022-06-24,REP-594,CUST-49169,56324.09,Qualification
2022-04-08,REP-280,CUST-43388,59619.35,Negotiation
2022-10-19,REP-472,CUST-62724,2071.56,Closed Lost
2022-11-12,REP-954,CUST-12925,71557.01,Proposal
2023-04-09,REP-548,CUST-36968,71128.76,Negotiation
2022-07-04,REP-973,CUST-44273,34086.42,Closed Lost
2022-01-18,REP-633,CUST-12329,2650.77,Negotiation
2022-07-08,REP-333,CUST-80225,26891.06,Qualification
2022-11-03,REP-762,CUST-67339,70355.05,Closed Lost
2022-03-24,REP-988,CUST-59173,18182.06,Closed Lost
2022-06-18,REP-985,CUST-61113,30433.65,Closed Won
2022-07-26,REP-516,CUST-83845,7770.52,Negotiation
2022-01-14,REP-113,CUST-47249,57566.02,Proposal
2022-09-14,REP-283,CUST-73796,23554.77,Closed Lost
2022-05-10,REP-267,CUST-37557,57994.39,Qualification
2022-09-07,REP-754,CUST-83229,94800.61,Closed Lost
2023-04-03,REP-290,CUST-49682,18920.0,Negotiation
2023-04-02,REP-987,CUST-37077,40026.92,Prospecting
2023-01-31,REP-851,CUST-24763,61243.63,Qualification
2022-04-12,REP-467,CUST-56529,1500.92,Qualification
2022-10-21,REP-607,CUST-11298,38848.12,Qualification
2022-03-27,REP-616,CUST-79094,31135.97,Negotiation
2022-10-07,REP-356,CUST-72148,31747.72,Closed Won
2022-02-19,REP-809,CUST-71905,77750.09,Closed Lost
2022-04-26,REP-434,CUST-81957,92590.01,Negotiation
2023-03-26,REP-302,CUST-53682,44298.06,Closed Lost
2022-02-07,REP-270,CUST-83032,24600.69,Prospecting
2022-07-09,REP-922,CUST-56914,55824.13,Prospecting
2022-04-15,REP-592,CUST-12495,66104.35,Closed Won
2022-06-19,REP-291,CUST-22302,69257.79,Negotiation
2022-07-21,REP-822,CUST-53370,92004.83,Closed Won
2023-03-15,REP-517,CUST-23512,71557.51,Closed Lost
2022-03-02,REP-178,CUST-20579,84994.16,Prospecting
2023-04-29,REP-383,CUST-46123,65643.75,Prospecting
2022-08-01,REP-153,CUST-88512,99772.11,Closed Lost
2022-04-23,REP-193,CUST-96754,92954.71,Qualification
2023-03-25,REP-152,CUST-98865,79143.55,Negotiation
2022-07-22,REP-638,CUST-65706,73589.92,Proposal
2022-01-22,REP-966,CUST-21101,9117.14,Qualification
2022-04-28,REP-692,CUST-72583,84594.97,Closed Won
2022-05-12,REP-398,CUST-43521,42327.12,Prospecting
2022-05-26,REP-621,CUST-65840,57355.24,Prospecting
2023-01-07,REP-106,CUST-35492,36677.81,Closed Won
2022-06-08,REP-809,CUST-24830,48529.7,Prospecting
2022-04-09,REP-237,CUST-75166,19886.86,Qualification
2023-04-18,REP-452,CUST-90941,43121.48,Closed Lost
2022-10-03,REP-696,CUST-51282,58498.71,Proposal
2022-02-20,REP-975,CUST-63700,49095.87,Closed Lost
2023-01-09,REP-334,CUST-76602,24062.28,Negotiation
2022-09-10,REP-291,CUST-75550,17133.98,Closed Won
2022-12-03,REP-239,CUST-67137,48053.61,Qualification
2022-04-12,REP-749,CUST-80210,38364.04,Closed Won
2022-10-21,REP-136,CUST-47731,62721.32,Negotiation
2022-05-15,REP-829,CUST-86505,68811.49,Negotiation
2023-02-14,REP-598,CUST-50418,29149.7,Closed Lost
2023-04-18,REP-896,CUST-11706,92876.38,Closed Lost
2022-01-08,REP-296,CUST-20790,82620.35,Closed Won
2022-07-28,REP-659,CUST-87758,83128.73,Closed Won
2022-05-11,REP-377,CUST-61634,71253.82,Closed Lost
2023-04-13,REP-513,CUST-78599,22615.04,Prospecting
2022-07-28,REP-333,CUST-46659,11516.94,Negotiation
2022-02-28,REP-812,CUST-96248,59927.55,Prospecting
2022-01-07,REP-519,CUST-84820,85777.92,Prospecting
2022-11-12,REP-321,CUST-75157,81280.85,Prospecting
2022-12-23,REP-913,CUST-69526,3127.73,Proposal
2022-09-12,REP-621,CUST-95188,58679.79,Negotiation
2022-05-01,REP-743,CUST-54723,11109.78,Closed Lost
2022-04-25,REP-232,CUST-44304,9224.37,Qualification
2023-02-10,REP-917,CUST-79529,71920.6,Negotiation
2022-03-14,REP-515,CUST-35118,95398.82,Closed Won
2022-11-10,REP-887,CUST-72154,53377.22,Qualification
2022-02-04,REP-994,CUST-46496,55269.42,Closed Won
2022-04-22,REP-719,CUST-36264,64787.44,Closed Won
2022-01-11,REP-809,CUST-83100,41304.72,Proposal
2022-02-13,REP-756,CUST-83739,58658.1,Prospecting
2022-05-01,REP-688,CUST-20781,79879.76,Qualification
2022-07-28,REP-914,CUST-21998,92423.78,Closed Lost
2022-04-16,REP-464,CUST-93246,7401.04,Negotiation
2022-09-24,REP-456,CUST-30711,61332.2,Qualification
2022-05-05,REP-730,CUST-38654,3537.9,Negotiation
2022-08-17,REP-603,CUST-35555,3047.56,Closed Lost
2022-09-10,REP-466,CUST-44565,68782.99,Prospecting
2022-02-09,REP-612,CUST-46553,83697.06,Qualification
2023-02-06,REP-883,CUST-96394,11915.03,Closed Lost
2023-02-05,REP-387,CUST-65288,23973.38,Closed Won
2023-03-03,REP-469,CUST-12439,28620.91,Closed Lost
2023-03-23,REP-775,CUST-98886,38334.46,Qualification
2022-09-04,REP-727,CUST-95315,65607.94,Proposal
2023-03-14,REP-247,CUST-61930,15045.33,Closed Won
2022-10-08,REP-712,CUST-41661,79110.11,Closed Lost
2023-03-21,REP-278,CUST-90038,60904.8,Negotiation
2022-02-10,REP-622,CUST-50804,78892.11,Closed Won
2022-12-09,REP-721,CUST-28686,21515.47,Closed Won
2023-01-20,REP-447,CUST-27425,54985.19,Prospecting
2022-03-23,REP-150,CUST-96461,70845.44,Negotiation
2022-01-20,REP-348,CUST-50404,99890.68,Closed Won
2022-09-04,REP-485,CUST-60189,80533.39,Closed Lost
2023-04-27,REP-482,CUST-23929,22671.5,Closed Lost
2022-10-04,REP-740,CUST-79802,87601.97,Closed Lost
2023-03-12,REP-811,CUST-99456,85863.94,Prospecting
2023-03-23,REP-168,CUST-19114,8451.19,Closed Won
2022-12-15,REP-507,CUST-23744,98740.25,Negotiation
2022-05-23,REP-658,CUST-21795,21549.16,Closed Lost
2023-04-09,REP-923,CUST-14280,4983.44,Negotiation
2022-12-01,REP-462,CUST-30913,2102.29,Proposal
2022-07-01,REP-666,CUST-16251,97181.08,Qualification
2022-09-14,REP-525,CUST-77080,28023.51,Closed Lost
2023-01-23,REP-375,CUST-78643,66289.0,Closed Won
2023-03-08,REP-925,CUST-25383,78993.56,Closed Lost
2023-02-12,REP-926,CUST-25968,73998.18,Proposal
2022-08-14,REP-564,CUST-24962,59318.72,Qualification
2022-11-25,REP-153,CUST-62923,24447.62,Negotiation
2022-11-05,REP-314,CUST-82327,67918.7,Prospecting
2022-07-08,REP-298,CUST-63420,89099.27,Proposal
2022-07-05,REP-192,CUST-70376,60877.76,Prospecting
2023-01-02,REP-251,CUST-76374,47981.47,Closed Won
2023-03-09,REP-484,CUST-32941,29016.3,Proposal
2022-01-12,REP-397,CUST-29161,58221.76,Closed Lost
2022-10-07,REP-361,CUST-30969,22978.7,Proposal
2022-10-29,REP-169,CUST-99913,49559.47,Prospecting
2022-01-11,REP-340,CUST-91653,23298.19,Qualification
2023-01-28,REP-519,CUST-32253,77503.23,Prospecting
2022-12-02,REP-568,CUST-19298,36135.48,Closed Lost
2023-03-11,REP-861,CUST-73240,50578.37,Proposal
2023-03-30,REP-977,CUST-63495,62971.75,Negotiation
2022-06-28,REP-468,CUST-69927,47672.75,Prospecting
2022-05-21,REP-927,CUST-12081,18514.17,Negotiation
2023-03-08,REP-114,CUST-27695,90900.73,Closed Won
2022-12-28,REP-417,CUST-63988,5654.36,Proposal
2022-04-07,REP-734,CUST-86061,37246.15,Qualification
2022-12-29,REP-539,CUST-58866,21169.48,Qualification
2023-04-04,REP-354,CUST-25659,18849.88,Prospecting
2022-10-30,REP-425,CUST-86899,14164.99,Negotiation
2022-08-22,REP-422,CUST-46872,7552.22,Closed Lost
2023-02-24,REP-167,CUST-92448,85448.2,Closed Won
2022-04-14,REP-309,CUST-47260,54757.63,Negotiation
2022-08-04,REP-321,CUST-20526,80720.86,Prospecting
2022-12-13,REP-582,CUST-50654,45237.39,Closed Lost
2022-12-11,REP-951,CUST-45509,46895.72,Prospecting
2022-08-27,REP-240,CUST-49779,40887.96,Proposal
2022-11-05,REP-855,CUST-31868,36180.37,Qualification
2022-08-14,REP-622,CUST-62178,1161.57,Closed Lost
2022-11-05,REP-815,CUST-23084,13342.88,Proposal
2022-09-07,REP-213,CUST-92053,1572.79,Proposal
2022-10-16,REP-460,CUST-45588,80596.68,Negotiation
2022-08-24,REP-907,CUST-30364,96737.08,Prospecting
2022-08-24,REP-101,CUST-91475,76798.8,Proposal
2023-04-17,REP-663,CUST-33649,89264.14,Proposal
2022-01-23,REP-639,CUST-64738,86615.11,Prospecting
2022-11-28,REP-228,CUST-86482,58683.63,Prospecting
2022-03-22,REP-493,CUST-86740,45567.78,Qualification
2022-04-21,REP-118,CUST-74721,10802.11,Closed Lost
2022-12-12,REP-293,CUST-69125,71455.22,Qualification
2022-03-28,REP-957,CUST-64164,21433.12,Qualification
2022-11-28,REP-515,CUST-74402,61489.28,Closed Lost
2022-04-08,REP-476,CUST-30565,33704.08,Qualification
2022-05-16,REP-269,CUST-21388,24927.33,Prospecting
2023-02-15,REP-144,CUST-56683,31113.55,Proposal
2022-10-30,REP-105,CUST-57412,69322.67,Qualification
2023-04-29,REP-406,CUST-67863,92034.96,Negotiation
2022-01-07,REP-753,CUST-77283,23932.35,Closed Lost
2022-06-28,REP-428,CUST-38858,78349.33,Negotiation
2022-09-14,REP-346,CUST-52691,20355.35,Qualification
2022-02-17,REP-528,CUST-68343,56684.21,Closed Won
2022-11-14,REP-424,CUST-16440,66141.07,Closed Won
2022-07-06,REP-792,CUST-46633,20667.52,Negotiation
2022-01-06,REP-129,CUST-82973,77110.94,Closed Won
2023-02-17,REP-510,CUST-89344,85907.92,Prospecting
2023-01-06,REP-775,CUST-31261,55521.84,Negotiation
2022-07-18,REP-809,CUST-88876,30964.94,Closed Lost
2023-03-16,REP-755,CUST-12612,47642.07,Prospecting
2022-08-14,REP-177,CUST-77885,7135.15,Negotiation
2023-02-11,REP-346,CUST-61908,39524.33,Prospecting
2022-06-30,REP-836,CUST-40119,81181.84,Negotiation
2022-06-12,REP-384,CUST-53710,65370.21,Closed Lost
2022-10-01,REP-209,CUST-95541,5568.48,Closed Won
2022-01-23,REP-362,CUST-71512,24962.46,Closed Lost
2022-11-28,REP-126,CUST-12253,59857.49,Closed Won
2022-05-26,REP-737,CUST-10519,81628.66,Negotiation
2022-09-04,REP-153,CUST-13507,79847.73,Closed Won
2022-07-20,REP-549,CUST-86139,7927.43,Proposal
2022-10-12,REP-377,CUST-29259,76412.48,Proposal
2022-08-18,REP-187,CUST-62488,59630.58,Proposal
2023-02-08,REP-395,CUST-80249,18023.02,Closed Lost
2022-09-15,REP-316,CUST-21368,10708.47,Closed Won
2022-08-27,REP-107,CUST-65462,21077.21,Prospecting
2022-09-20,REP-451,CUST-19796,5927.52,Prospecting
2022-11-28,REP-231,CUST-98947,96927.53,Closed Lost
2023-01-24,REP-939,CUST-49712,61919.98,Proposal
2022-05-13,REP-262,CUST-92235,60165.31,Prospecting
2022-11-17,REP-907,CUST-18611,70496.96,Qualification
2022-07-27,REP-853,CUST-28206,3890.97,Closed Lost
2023-03-29,REP-680,CUST-60721,72797.68,Proposal
2022-11-10,REP-274,CUST-27264,43904.13,Proposal
2022-01-26,REP-128,CUST-57421,48288.34,Prospecting
2022-09-17,REP-702,CUST-59554,82391.62,Proposal
2022-09-16,REP-139,CUST-58476,8286.81,Closed Won
2023-04-20,REP-750,CUST-67303,20075.63,Proposal
2023-03-03,REP-262,CUST-51771,80332.67,Qualification
2022-12-06,REP-475,CUST-44766,59306.9,Qualification
2023-02-04,REP-863,CUST-96395,71617.14,Closed Lost
2022-07-23,REP-314,CUST-78866,77445.31,Prospecting
2022-11-03,REP-508,CUST-43456,90371.25,Closed Lost
2022-04-27,REP-473,CUST-13915,75908.06,Negotiation
2023-01-11,REP-568,CUST-85834,40008.16,Qualification
2022-06-21,REP-273,CUST-36998,62926.32,Prospecting
2022-10-12,REP-141,CUST-14998,6253.81,Qualification
2022-12-10,REP-759,CUST-52506,9313.83,Prospecting
2022-07-25,REP-250,CUST-51804,36731.75,Negotiation
2022-02-25,REP-357,CUST-26608,55763.67,Prospecting
2022-01-22,REP-212,CUST-74130,5556.18,Prospecting
2022-05-30,REP-389,CUST-87555,74910.46,Qualification
2022-09-03,REP-124,CUST-51368,35282.33,Closed Lost
2023-04-07,REP-715,CUST-34923,6415.91,Proposal
2022-07-08,REP-517,CUST-79730,97342.87,Closed Won
2022-10-04,REP-804,CUST-43710,82800.64,Proposal
2022-03-16,REP-910,CUST-50397,71373.59,Closed Won
2022-11-12,REP-822,CUST-10065,65582.77,Proposal
2022-11-30,REP-926,CUST-28038,33676.29,Closed Lost
2022-05-05,REP-413,CUST-16897,57068.92,Negotiation
2022-02-22,REP-568,CUST-40849,45446.41,Qualification
2022-03-22,REP-789,CUST-83947,37762.98,Proposal
2023-04-06,REP-650,CUST-60789,4437.03,Closed Lost
2023-04-13,REP-113,CUST-12251,53720.04,Proposal
2023-03-14,REP-105,CUST-44667,25288.58,Closed Won
2022-02-11,REP-430,CUST-51638,90302.38,Qualification
2022-03-10,REP-347,CUST-75612,3572.59,Prospecting
2022-06-11,REP-129,CUST-69500,48593.84,Closed Lost
2022-04-08,REP-348,CUST-35984,95926.19,Qualification
2022-06-03,REP-122,CUST-74387,41005.85,Qualification
2022-07-21,REP-457,CUST-43806,57263.9,Closed Lost
2022-09-10,REP-298,CUST-15797,57482.96,Qualification
2022-12-07,REP-881,CUST-82295,61359.49,Closed Won
2022-10-18,REP-680,CUST-98975,71810.77,Qualification
2022-03-03,REP-732,CUST-31780,8548.26,Closed Lost
2022-02-08,REP-815,CUST-37673,15003.07,Closed Won
2022-02-12,REP-363,CUST-92080,66274.84,Prospecting
2022-04-06,REP-860,CUST-63367,63600.07,Closed Lost
2022-09-14,REP-895,CUST-64058,47591.1,Negotiation
2023-03-24,REP-271,CUST-59297,78824.05,Proposal
2022-11-08,REP-622,CUST-89828,17359.28,Prospecting
2022-03-19,REP-498,CUST-90589,7914.59,Negotiation
2022-04-25,REP-335,CUST-76012,24957.1,Prospecting
2023-04-01,REP-732,CUST-95009,39670.13,Qualification
2022-10-11,REP-743,CUST-97440,19160.32,Prospecting
2022-08-29,REP-923,CUST-52957,25584.54,Qualification
2022-03-23,REP-945,CUST-18150,87626.09,Closed Lost
2022-02-19,REP-407,CUST-45063,47309.84,Prospecting
2023-03-01,REP-273,CUST-81868,62256.52,Closed Lost
2022-04-11,REP-796,CUST-32206,92937.92,Negotiation
2022-08-17,REP-905,CUST-38144,36881.08,Closed Won
2022-02-10,REP-247,CUST-10823,37974.45,Closed Lost
2023-02-14,REP-684,CUST-75469,49346.9,Negotiation
2022-08-27,REP-379,CUST-84019,8976.57,Negotiation
2022-06-22,REP-645,CUST-72541,45614.37,Negotiation
2022-11-23,REP-774,CUST-61772,47668.45,Closed Lost
2022-07-19,REP-612,CUST-36977,86829.53,Negotiation
2022-12-26,REP-113,CUST-79380,23701.9,Closed Lost
2022-08-16,REP-779,CUST-34103,44793.31,Prospecting
2022-03-29,REP-417,CUST-44030,29590.55,Proposal
2022-06-21,REP-390,CUST-61609,42258.78,Closed Lost
2023-04-04,REP-129,CUST-75189,64474.24,Prospecting
2022-08-14,REP-800,CUST-29060,57707.62,Proposal
2022-06-04,REP-520,CUST-33156,61165.92,Prospecting
2022-09-09,REP-117,CUST-64664,14844.5,Prospecting
2022-01-02,REP-593,CUST-79308,20760.44,Closed Won
2022-01-15,REP-345,CUST-47504,63156.76,Prospecting
2022-08-16,REP-180,CUST-15383,33923.77,Closed Lost
2022-08-17,REP-714,CUST-91299,47297.11,Proposal
2022-11-28,REP-674,CUST-68413,97213.35,Closed Won
2023-01-03,REP-106,CUST-59423,42181.71,Closed Won
2022-11-25,REP-396,CUST-17850,64178.26,Negotiation
2022-01-31,REP-682,CUST-68783,85260.46,Negotiation
2023-04-07,REP-418,CUST-95427,17487.23,Closed Won
2022-04-02,REP-504,CUST-27206,8247.06,Prospecting
2022-04-03,REP-734,CUST-24530,17853.76,Proposal
2022-09-10,REP-356,CUST-72624,82453.81,Qualification
2022-06-30,REP-818,CUST-85131,75325.4,Prospecting
2022-05-06,REP-235,CUST-28136,12523.6,Negotiation
2022-06-03,REP-463,CUST-30570,10009.51,Closed Won
2022-08-02,REP-430,CUST-36217,91247.1,Proposal
2022-04-23,REP-738,CUST-26385,92853.7,Closed Won
2022-01-14,REP-327,CUST-16546,81385.35,Closed Won
2023-01-18,REP-476,CUST-16168,89424.17,Closed Lost
2022-07-29,REP-958,CUST-49247,70967.64,Negotiation
2022-07-13,REP-357,CUST-36669,59045.79,Proposal
2022-03-12,REP-962,CUST-49996,12971.47,Negotiation
2022-12-08,REP-590,CUST-68319,57572.87,Closed Lost
2022-06-16,REP-319,CUST-26680,96615.45,Qualification
2022-03-03,REP-645,CUST-94235,57196.52,Proposal
2022-08-19,REP-959,CUST-67966,4068.12,Proposal
2022-12-15,REP-182,CUST-51546,45617.2,Prospecting
2022-09-05,REP-873,CUST-89825,20896.74,Closed Won
2022-06-22,REP-958,CUST-74537,61211.88,Closed Lost
2022-02-27,REP-362,CUST-28634,85701.9,Closed Won
2022-02-07,REP-934,CUST-54453,66967.19,Prospecting
2023-02-17,REP-115,CUST-65827,16283.69,Proposal
2022-07-08,REP-725,CUST-33315,1887.99,Qualification
2022-07-26,REP-702,CUST-18678,37781.54,Closed Won
2022-05-25,REP-528,CUST-75483,97028.53,Qualification
2023-03-07,REP-111,CUST-45975,46285.66,Qualification
2022-03-19,REP-471,CUST-35555,69133.15,Prospecting
2022-11-28,REP-109,CUST-10780,33175.62,Closed Lost
2022-09-02,REP-722,CUST-77719,66536.94,Closed Lost
2022-02-02,REP-826,CUST-53469,89827.81,Proposal
2022-11-10,REP-383,CUST-30826,65691.06,Closed Won
2022-12-06,REP-743,CUST-60789,28434.88,Prospecting
2023-01-07,REP-583,CUST-25023,42875.75,Negotiation
2022-07-07,REP-974,CUST-52412,89464.18,Closed Lost
2022-11-04,REP-355,CUST-20214,64021.93,Prospecting
2022-08-24,REP-339,CUST-96547,65030.7,Qualification
2022-10-15,REP-544,CUST-96466,64052.55,Qualification
2022-08-04,REP-489,CUST-27257,27960.5,Qualification
2022-10-18,REP-901,CUST-21808,2605.45,Closed Lost
2022-09-26,REP-217,CUST-51401,1492.04,Closed Won
2022-08-11,REP-614,CUST-84294,89820.9,Negotiation
2022-04-05,REP-401,CUST-57270,97202.83,Closed Won
2023-04-26,REP-578,CUST-79591,47216.24,Closed Lost
2022-12-01,REP-567,CUST-56170,40355.98,Negotiation
2022-02-05,REP-377,CUST-51019,58137.36,Closed Won
2022-08-01,REP-647,CUST-97141,15700.63,Prospecting
2022-04-05,REP-587,CUST-15963,6064.61,Closed Lost
2022-12-27,REP-493,CUST-37573,8253.6,Negotiation
2022-12-18,REP-245,CUST-22966,23129.06,Closed Won
2023-02-24,REP-280,CUST-79222,28777.35,Proposal
2023-01-30,REP-858,CUST-24009,68254.47,Negotiation
2022-01-04,REP-446,CUST-91045,49665.47,Closed Lost
2022-10-04,REP-741,CUST-84256,50911.73,Closed Won
2022-11-15,REP-969,CUST-42693,12041.52,Qualification
2023-03-17,REP-458,CUST-24168,35916.6,Prospecting
2023-02-22,REP-828,CUST-26372,10903.34,Proposal
2023-01-16,REP-702,CUST-91200,82723.62,Closed Lost
2023-01-12,REP-249,CUST-27218,41699.3,Prospecting
2022-12-08,REP-406,CUST-80199,90714.32,Negotiation
2023-02-14,REP-990,CUST-89888,88380.7,Prospecting
